Player,College,State,AV
Chris Clemons,Coastal Georgia Community College,SC,64.20
Chilo Rachal,,SC,62.50
Mark Sanchez,,SC,62.00
Andre Ellington,Clemson University,SC,61.60
Ryan Succop,South Carolina State University,SC,60.25
Keith Rivers,,SC,60.00
Kavell Conner,Clemson University,SC,59.60
Mike Williams,New Mexico Highlands University,SC,58.71
Mike Williams,North Central Texas College,SC,58.71
Mike Williams,Northeastern Illinois University,SC,58.71
Mike Williams,Syracuse University,SC,58.71
Mike Williams,,SC,58.71
Mike Williams,,SC,58.71
Mike Williams,,SC,58.71
Jerome Simpson,Coastal Carolina University,SC,58.50
Byron Maxwell,Clemson University,SC,58.29
Jarvis Jenkins,Clemson University,SC,58.29
Andre Branch,Clemson University,SC,57.29
Mike Tolbert,Coastal Carolina University,SC,57.00
Nick Eason,Clemson University,SC,57.00
Wayne Gallman,Clemson University,SC,57.00
B.J. Goodson,Clemson University,SC,56.67
Coty Sensabaugh,Clemson University,SC,56.57
Andre Roberts,The Citadel,SC,56.00
Chris Culliver,South Carolina State University,SC,56.00
Ron Parker,Newberry College,SC,55.00
Shaq Lawson,Clemson University,SC,54.67
Chris Hairston,Clemson University,SC,54.50
Javorius Allen,,SC,54.25
Wes Horton,,SC,53.83
Chandler Catanzaro,Clemson University,SC,52.80
Mike Patterson,,SC,52.50
Justin Bethel,Presbyterian College,SC,52.29
Kaluka Maiava,,SC,52.25
Antonio Allen,South Carolina State University,SC,49.00
Jeff Byers,,SC,49.00
Shareece Wright,,SC,49.00
Shaun Smith,South Carolina State University,SC,49.00
Alex Parsons,,SC,48.00
Devin Taylor,South Carolina State University,SC,48.00
T.J. Green,Clemson University,SC,48.00
Stephone Anthony,Clemson University,SC,47.75
Jamon Meredith,South Carolina State University,SC,47.20
Phillip Adams,,SC,47.00
Lemuel Jeanpierre,South Carolina State University,SC,46.00
Deuce Lutui,,SC,45.50
William Middleton,Furman University,SC,45.50
Cortez Allen,The Citadel,SC,45.40
Jaron Brown,Clemson University,SC,44.50
Jordan Cameron,,SC,44.50
Damian Williams,,SC,43.25
Bruce Ellington,South Carolina State University,SC,42.75
Tyler Shatley,Clemson University,SC,41.80
Mackensie Alexander,Clemson University,SC,41.00
Bradley Pinion,Clemson University,SC,40.00
Kevon Seymour,,SC,40.00
Lawrence Jackson,Presbyterian College,SC,40.00
Lawrence Jackson,,SC,40.00
Su'a Cravens,,SC,40.00
Dwayne Allen,Clemson University,SC,39.57
Cody Kessler,,SC,39.33
Rafael Bush,,SC,38.88
Winston Justice,,SC,38.67
Taylor Mays,,SC,38.40
Matt Cassel,,SC,38.00
Brandon Thompson,Clemson University,SC,37.00
Da'Quan Bowers,Clemson University,SC,36.40
Rhett Ellison,,SC,35.86
Carlos Watkins,Clemson University,SC,35.00
Cordrea Tankersley,Clemson University,SC,35.00
Corey Robinson,South Carolina State University,SC,35.00
Kyle Moore,,SC,35.00
Lorenzo Taliaferro,Coastal Carolina University,SC,35.00
Terrell Thomas,,SC,35.00
Mike Hull,,SC,34.75
Mike Hull,,SC,34.75
Anthony McCoy,,SC,34.00
Jacoby Ford,Clemson University,SC,34.00
Khaled Holmes,,SC,34.00
Darell Scott,Clemson University,SC,32.00
DeVonte Holloman,South Carolina State University,SC,32.00
Dion Bailey,,SC,32.00
Eric Norwood,South Carolina State University,SC,32.00
Jayron Kearse,Clemson University,SC,32.00
Jerell Adams,South Carolina State University,SC,32.00
Jordan Leggett,Clemson University,SC,32.00
Keary Colbert,,SC,32.00
Kevin Dodd,Clemson University,SC,32.00
Silas Redd,,SC,32.00
Tavaris Barnes,Clemson University,SC,32.00
Thomas Williams,,SC,32.00
Tony Steward,Clemson University,SC,32.00
Clifton Geathers,South Carolina State University,SC,30.75
Dakota Dozier,Furman University,SC,30.75
T.J. Johnson,South Carolina State University,SC,30.75
Pharoh Cooper,South Carolina State University,SC,30.33
Spencer Lanning,South Carolina State University,SC,30.33
Malliciah Goodman,Clemson University,SC,30.00
Brenton Bersin,Wofford College,SC,26.75
Cliff Matthews,South Carolina State University,SC,26.75
Matt Barkley,,SC,26.75
Edmond Robinson,Newberry College,SC,25.00
Jonathan Meeks,Clemson University,SC,25.00
Xavier Grimble,,SC,25.00
Patrick Turner,,SC,21.50
Rokevious Watkins,South Carolina State University,SC,21.50
Stanley Havili,,SC,21.50
Tre Madden,,SC,21.50
Patrick DiMarco,South Carolina State University,SC,20.00
Antonio Hamilton,,SC,18.00
Charone Peake,Clemson University,SC,18.00
Crezdon Butler,Clemson University,SC,18.00
Denzel Rice,Coastal Carolina University,SC,18.00
Phillip Merling,Clemson University,SC,18.00
Ricky Sapp,Clemson University,SC,18.00
Thomas Austin,Clemson University,SC,18.00
Travian Robertson,South Carolina State University,SC,18.00
Brandon Bostick,Newberry College,SC,16.25
Michael Palmer,Clemson University,SC,16.25
Allen Bradford,,SC,15.20
Jerome Felton,Furman University,SC,14.50
Antoine McClain,Clemson University,SC,11.00
Brandon Wilds,South Carolina State University,SC,11.00
Chansi Stuckey,Clemson University,SC,11.00
Charlie Bryant,,SC,11.00
Chauncey Washington,,SC,11.00
Christian Thompson,,SC,11.00
Christian Tupou,,SC,11.00
Claude Pelon,,SC,11.00
Connor Shaw,South Carolina State University,SC,11.00
Corey Washington,Newberry College,SC,11.00
DaJohn Harris,,SC,11.00
David Buehler,,SC,11.00
De'Angelo Henderson,Coastal Carolina University,SC,11.00
Dexter Davis,Clemson University,SC,11.00
Dexter Davis,,SC,11.00
Emanuel Cook,South Carolina State University,SC,11.00
George Uko,,SC,11.00
J.R. Tavai,,SC,11.00
Jamie Harper,Clemson University,SC,11.00
Jarriel King,South Carolina State University,SC,11.00
Jawanza Starling,,SC,11.00
Justice Cunningham,South Carolina State University,SC,11.00
Justin Davis,,SC,11.00
Justin Miller,Clemson University,SC,11.00
Kasey Redfern,Wofford College,SC,11.00
Kelcy Quarles,South Carolina State University,SC,11.00
Kimario McFadden,,SC,11.00
Kourtnei Brown,Clemson University,SC,11.00
Marcus Allen,,SC,11.00
Marshall McFadden,,SC,11.00
Matt Hazel,Coastal Carolina University,SC,11.00
Matt Leinart,,SC,11.00
Randall Telfer,,SC,11.00
Ronald Johnson,,SC,11.00
Ryan Steed,Furman University,SC,11.00
Temarrick Hemingway,,SC,11.00
Tori Gurley,South Carolina State University,SC,11.00
Tyler Thigpen,Coastal Carolina University,SC,11.00
Weslye Saunders,South Carolina State University,SC,11.00
Zach Banner,,SC,11.00
Adam Vinatieri,,SD,64.50
Bryan Witzmann,,SD,58.67
Danny Batten,,SD,48.00
Tom Compton,South Dakota State University,SD,47.43
Zach Zenner,,SD,34.00
Dale Moss,,SD,11.00
Stefan Logan,South Dakota State University,SD,11.00
Tyler Starr,South Dakota State University,SD,11.00
Alvin Kamara,East Tennessee State University,TN,99.00
Kevin Burnett,East Tennessee State University,TN,89.67
Dontari Poe,University of Memphis,TN,87.14
Peyton Manning,East Tennessee State University,TN,86.25
Jason Witten,East Tennessee State University,TN,83.71
Zach Cunningham,Vanderbilt University,TN,83.00
Kevin Byard,,TN,81.67
Scott Wells,East Tennessee State University,TN,80.50
Anthony Herrera,East Tennessee State University,TN,79.00
Erik Walden,,TN,78.71
Zach Fulton,East Tennessee State University,TN,78.40
Ja'Wuan James,East Tennessee State University,TN,77.00
Dan Williams,East Tennessee State University,TN,76.83
Dan Williams,,TN,76.83
DeAngelo Williams,University of Memphis,TN,76.50
Gerald Sensabaugh,,TN,76.00
Malik Jackson,East Tennessee State University,TN,73.57
Chad Clifton,East Tennessee State University,TN,73.00
Jordan Matthews,Vanderbilt University,TN,71.20
Aubrayo Franklin,East Tennessee State University,TN,70.33
Jabari Greer,East Tennessee State University,TN,70.33
Cordarrelle Patterson,East Tennessee State University,TN,68.00
Wade Smith,University of Memphis,TN,68.00
Stephen Gostkowski,University of Memphis,TN,66.75
Buster Skrine,,TN,66.63
Deon Grant,East Tennessee State University,TN,66.00
Shaun Ellis,East Tennessee State University,TN,66.00
Spencer Pulley,Vanderbilt University,TN,64.67
Casey Hayward,Vanderbilt University,TN,64.43
Robert Ayers,East Tennessee State University,TN,63.71
Drayton Florence,,TN,62.33
Andre Hal,Vanderbilt University,TN,62.20
Parys Haralson,East Tennessee State University,TN,60.50
Clinton McDonald,University of Memphis,TN,60.25
Bobby McCain,University of Memphis,TN,59.75
Jake Elliott,University of Memphis,TN,59.00
Zac Stacy,Vanderbilt University,TN,58.67
Jacoby Jones,Lane College,TN,57.80
Ronald Leary,University of Memphis,TN,57.71
Adam Butler,Vanderbilt University,TN,57.00
Tony McDaniel,East Tennessee State University,TN,56.57
Dallas Thomas,East Tennessee State University,TN,56.33
Earl Bennett,Vanderbilt University,TN,55.33
Robert Meachem,East Tennessee State University,TN,54.50
Stephen Weatherly,Vanderbilt University,TN,52.50
Denarius Moore,East Tennessee State University,TN,52.40
Justin Coleman,East Tennessee State University,TN,51.25
Patrick Robinson,,TN,50.88
Patrick Robinson,,TN,50.88
Britton Colquitt,East Tennessee State University,TN,50.75
Dustin Colquitt,East Tennessee State University,TN,50.75
D.J. Moore,Vanderbilt University,TN,49.00
Albert Haynesworth,East Tennessee State University,TN,48.00
Da'Rick Rogers,Tennessee Technological University,TN,48.00
Frank Omiyale,Tennessee Technological University,TN,48.00
Gibril Wilson,East Tennessee State University,TN,48.00
Montario Hardesty,East Tennessee State University,TN,48.00
Chris Williams,Vanderbilt University,TN,44.60
Chris Williams,,TN,44.60
Chris Williams,,TN,44.60
Benny Cunningham,,TN,44.00
Jordan Devey,University of Memphis,TN,43.20
Jamari Lattimore,,TN,42.80
Michael Palardy,East Tennessee State University,TN,42.67
Omar Gaither,East Tennessee State University,TN,42.67
Wesley Johnson,Vanderbilt University,TN,42.60
Donte' Stallworth,East Tennessee State University,TN,40.00
Kellen Heard,University of Memphis,TN,40.00
Will Holden,Vanderbilt University,TN,40.00
Justin Hunter,East Tennessee State University,TN,39.33
Austin Johnson,East Tennessee State University,TN,39.00
Austin Johnson,,TN,39.00
James Stone,East Tennessee State University,TN,38.67
Morgan Cox,East Tennessee State University,TN,36.13
Jason Allen,East Tennessee State University,TN,35.00
Anthony Levine,,TN,33.57
Chris Scott,East Tennessee State University,TN,33.33
Chris Scott,Purdue University,TN,33.33
Anthony Toribio,Carson-Newman College,TN,32.00
Artis Hicks,University of Memphis,TN,32.00
Brandon McDonald,University of Memphis,TN,32.00
Chris White,East Tennessee State University,TN,32.00
Chris White,University of Southern Mississippi,TN,32.00
Chris White,,TN,32.00
Chris White,,TN,32.00
Jalen Reeves-Maybin,East Tennessee State University,TN,32.00
Reshard Langford,Vanderbilt University,TN,32.00
Tony Brown,University of Memphis,TN,32.00
Tony Brown,University of Pittsburgh,TN,32.00
Tony Brown,,TN,32.00
Turk McBride,East Tennessee State University,TN,32.00
Josh Walker,,TN,30.33
Jeremy Butler,,TN,29.50
Ryan Seymour,Vanderbilt University,TN,29.50
Daniel McCullers,East Tennessee State University,TN,26.80
Jacques McClendon,East Tennessee State University,TN,25.50
Demetrius Rhaney,,TN,25.00
Thomas Welch,Vanderbilt University,TN,25.00
Lee Smith,East Tennessee State University,TN,23.00
Luke Stocker,East Tennessee State University,TN,23.00
Josh Malone,East Tennessee State University,TN,21.50
Marcus Ball,University of Memphis,TN,21.50
Phillip Tanner,,TN,21.50
Montori Hughes,,TN,20.25
Chris Lewis-Harris,,TN,15.20
Alan Cross,University of Memphis,TN,11.00
Alex Ellis,East Tennessee State University,TN,11.00
B.J. Coleman,,TN,11.00
Brandon Barden,Vanderbilt University,TN,11.00
De'Ante Saunders,,TN,11.00
Duke Calhoun,University of Memphis,TN,11.00
Eldra Buckley,,TN,11.00
Jacques Smith,East Tennessee State University,TN,11.00
Javarris Williams,,TN,11.00
Joe Gibbs,,TN,11.00
Jonathan Krause,Vanderbilt University,TN,11.00
Jonathan Wade,East Tennessee State University,TN,11.00
Jordan Williams,East Tennessee State University,TN,11.00
Jovan Haye,Vanderbilt University,TN,11.00
Kenny Ladler,Vanderbilt University,TN,11.00
Lamar Divens,,TN,11.00
Lonnie Ballentine,University of Memphis,TN,11.00
Myron Lewis,Vanderbilt University,TN,11.00
Robert Steeples,University of Memphis,TN,11.00
Rod Issac,,TN,11.00
Sammy Seamster,,TN,11.00
Tauren Poole,East Tennessee State University,TN,11.00
Tim Benford,Tennessee Technological University,TN,11.00
Tim Fugger,Vanderbilt University,TN,11.00
Wynton McManis,University of Memphis,TN,11.00
Andy Dalton,,TX,95.63
Von Miller,,TX,94.88
Jake Matthews,,TX,93.00
Ryan Tannehill,,TX,93.00
Daryl Washington,,TX,92.33
Justin Blalock,North Central Texas College,TX,92.00
Louis Vasquez,Texas Tech University,TX,89.00
Earl Thomas,Houston Baptist University,TX,87.50
Earl Thomas,North Central Texas College,TX,87.50
Germain Ifedi,,TX,83.00
Muhammad Wilkerson,Temple College,TX,82.88
Ahmad Brooks,North Central Texas College,TX,82.71
Sebastian Vollmer,Houston Baptist University,TX,82.60
Roberto Garza,,TX,82.50
Michael Crabtree,Texas Tech University,TX,80.50
Brian Robison,North Central Texas College,TX,80.00
Lyle Sendlein,North Central Texas College,TX,79.40
Terrance Knighton,Temple College,TX,79.40
Wes Welker,Texas Tech University,TX,78.40
Brian Waters,University of North Texas,TX,78.00
Elandon Roberts,Houston Baptist University,TX,78.00
Cory Redding,North Central Texas College,TX,77.20
Jermichael Finley,North Central Texas College,TX,77.00
Brian Orakpo,North Central Texas College,TX,76.75
Robby Anderson,Temple College,TX,76.67
Red Bryant,,TX,76.40
Dion Dawkins,Temple College,TX,76.00
Kelvin Beachum,,TX,75.71
Michael Griffin,North Central Texas College,TX,75.33
Antoine Bethea,Howard College,TX,75.25
Jordan Hicks,North Central Texas College,TX,75.00
Jerry Hughes,,TX,74.38
Craig Robertson,University of North Texas,TX,73.57
Xavien Howard,Baylor University,TX,73.33
Tavon Young,Temple College,TX,73.00
Kendall Wright,Baylor University,TX,72.83
Kenny Vaccaro,North Central Texas College,TX,72.67
David Hawthorne,,TX,72.40
Justin Tucker,North Central Texas College,TX,72.14
Cedric Benson,North Central Texas College,TX,72.00
Phil Taylor,Baylor University,TX,71.50
Marshall Newhouse,,TX,71.25
Geoff Hangartner,,TX,70.00
Taylor Gabriel,,TX,70.00
Spencer Drango,Baylor University,TX,69.50
Andrew Billings,Baylor University,TX,69.00
Manuel Ramirez,Texas Tech University,TX,68.80
Terrance Williams,Baylor University,TX,68.67
Tahir Whitehead,Temple College,TX,68.29
Luke Joeckel,,TX,67.40
Danieal Manning,,TX,67.25
Johnny Jolly,,TX,66.00
Kevin Kolb,Houston Baptist University,TX,66.00
Ricky Williams,North Central Texas College,TX,66.00
Ricky Williams,Texas Tech University,TX,66.00
Ricky Williams,,TX,66.00
Ron Edwards,,TX,66.00
Stanford Routt,Houston Baptist University,TX,66.00
Tarell Brown,North Central Texas College,TX,65.80
Cole Beasley,,TX,64.86
Quentin Jammer,North Central Texas College,TX,64.67
Alex Okafor,North Central Texas College,TX,64.50
Marcus Cannon,,TX,64.50
Matt Bryant,Baylor University,TX,64.25
Henry Melton,North Central Texas College,TX,64.20
Junior Galette,Temple College,TX,64.20
Roy Miller,North Central Texas College,TX,64.14
Rex Hadnot,Houston Baptist University,TX,63.50
Justin Evans,,TX,62.50
Danny Amendola,Texas Tech University,TX,62.38
Kyle Fuller,Baylor University,TX,62.17
Shane Lechler,,TX,62.00
Lamarr Houston,North Central Texas College,TX,61.43
Keenan Robinson,North Central Texas College,TX,60.80
Sam Acho,North Central Texas College,TX,60.63
Halapoulivaati Vaitai,,TX,60.00
Phil Dawson,North Central Texas College,TX,59.50
Matthew Ioannidis,Temple College,TX,59.33
Drew Coleman,,TX,59.00
Vince Young,North Central Texas College,TX,59.00
Quandre Diggs,North Central Texas College,TX,58.50
Thomas Morstead,,TX,58.50
Case Keenum,Houston Baptist University,TX,58.14
Robert Griffin,Baylor University,TX,58.00
Josh McCown,,TX,57.50
Michael Huff,North Central Texas College,TX,57.00
J.D. Walton,Baylor University,TX,56.75
Aaron Ross,North Central Texas College,TX,56.67
Aaron Williams,North Central Texas College,TX,56.50
Eugene Sims,,TX,56.50
Josh Lambo,,TX,56.25
Bryce Callahan,Rice University,TX,55.75
Quintin Demps,,TX,55.14
Jeremy Kerley,,TX,55.00
Josh Doctson,,TX,54.67
Jamaal Charles,North Central Texas College,TX,54.38
Cody Wallace,,TX,54.25
Donnie Avery,Houston Baptist University,TX,54.25
Derrick Kindred,,TX,54.00
Joselio Hanson,Texas Tech University,TX,53.50
Nate Hairston,Temple College,TX,53.50
Rocky Bernard,,TX,53.50
J'Marcus Webb,University of North Texas,TX,53.14
Andrew Sendejo,Rice University,TX,52.88
Brandon McManus,Temple College,TX,52.80
DeAndre Washington,Texas Tech University,TX,52.33
Trey Hopkins,North Central Texas College,TX,52.33
Khiry Robinson,,TX,51.67
Le'Raven Clark,Texas Tech University,TX,51.67
Charles Brown,Houston Baptist University,TX,51.40
Charles Brown,,TX,51.40
Amini Silatolu,,TX,51.33
Chris Boswell,Rice University,TX,50.50
Danny Watkins,Baylor University,TX,49.67
Cedric Griffin,North Central Texas College,TX,49.00
Jason Verrett,,TX,49.00
Johnny Manziel,,TX,49.00
Josh Reynolds,,TX,49.00
Bernard Pierce,Temple College,TX,48.75
Joplo Bartu,,TX,48.75
Jakeem Grant,Texas Tech University,TX,48.67
Ty Nsekhe,,TX,48.60
Christian Covington,Rice University,TX,48.50
Al Harris,,TX,48.00
Al Harris,,TX,48.00
Bryce Petty,Baylor University,TX,48.00
Darius Johnson,,TX,48.00
Derrick Dockery,North Central Texas College,TX,48.00
Jarett Dillard,Rice University,TX,48.00
Kenneth Farrow,Houston Baptist University,TX,48.00
Kevin Matthews,,TX,48.00
D.J. Hayden,Houston Baptist University,TX,47.83
Josh LeRibeus,,TX,47.80
Patrick Lewis,,TX,47.67
Marquise Goodwin,North Central Texas College,TX,47.33
Adrian Phillips,North Central Texas College,TX,47.00
Aldrick Robinson,,TX,46.67
Cedric Ogbuehi,,TX,46.50
Corey Coleman,Baylor University,TX,46.33
Margus Hunt,,TX,46.00
Antwon Blake,,TX,45.80
Kenneth Acker,,TX,45.67
Jace Amaro,Texas Tech University,TX,45.50
Jonathan Scott,North Central Texas College,TX,45.33
Vance McDonald,Rice University,TX,45.17
Johnny Knox,,TX,45.00
Luke Willson,Rice University,TX,44.83
Chris Ogbonnaya,North Central Texas College,TX,44.25
Thomas Howard,,TX,44.00
Drew Kaser,,TX,43.00
Lac Edwards,,TX,43.00
Deshazor Everett,,TX,42.75
Phillip Gaines,Rice University,TX,41.60
Colin Jones,,TX,41.38
Hassan Ridgeway,North Central Texas College,TX,41.00
Sterling Moore,,TX,40.86
Jackie Battle,Houston Baptist University,TX,40.25
Jason Smith,Baylor University,TX,40.00
Jermaine Eluemunor,,TX,40.00
Joey Hunt,,TX,40.00
Jordan Taylor,Rice University,TX,40.00
Ricky Seals-Jones,,TX,40.00
Tracy White,Howard College,TX,40.00
Tyus Bowser,Houston Baptist University,TX,40.00
Rod Streater,Temple College,TX,39.50
Shaun Rogers,North Central Texas College,TX,39.33
C.J. Wilson,Baylor University,TX,39.25
C.J. Wilson,East Carolina University,TX,39.25
C.J. Wilson,,TX,39.25
Don Muhlbach,,TX,38.75
Lance Dunbar,University of North Texas,TX,38.33
Randy Bullock,,TX,37.57
Oniel Cousins,,TX,37.50
Bront Bird,Texas Tech University,TX,37.33
Dylan Gandy,Texas Tech University,TX,37.33
Tyler Matakevich,Temple College,TX,37.33
Jon Dorenbos,,TX,36.50
Jon Weeks,Baylor University,TX,36.25
Bryce Hager,Baylor University,TX,36.00
Fozzy Whittaker,North Central Texas College,TX,35.67
Tony Jerod-Eddie,,TX,35.40
D'Onta Foreman,North Central Texas College,TX,35.00
Kerry Hyder,Texas Tech University,TX,34.00
Steven Terrell,,TX,33.50
Baron Batch,Texas Tech University,TX,32.00
Brandon Carter,Texas Tech University,TX,32.00
Charles Washington,North Central Texas College,TX,32.00
Charles Washington,,TX,32.00
Clint Gresham,,TX,32.00
Daniel Sepulveda,Baylor University,TX,32.00
David Snow,North Central Texas College,TX,32.00
De'Vante Harris,,TX,32.00
Eric Tomlinson,,TX,32.00
Frank Okam,North Central Texas College,TX,32.00
James Wright,,TX,32.00
James Wright,,TX,32.00
Kheeston Randall,North Central Texas College,TX,32.00
Leonard Davis,North Central Texas College,TX,32.00
Marqui Christian,,TX,32.00
Melvin Bullitt,,TX,32.00
Nate Jones,North Central Texas College,TX,32.00
Nate Jones,"Rutgers, the State University of New Jersey",TX,32.00
Nolan Frese,Houston Baptist University,TX,32.00
Quinton Spears,Prairie View A&M University,TX,32.00
Roddrick Muckelroy,North Central Texas College,TX,32.00
Stephen McGee,,TX,32.00
Tank Carder,,TX,32.00
Tim Crowder,North Central Texas College,TX,32.00
Chris Carter,North Central Texas College,TX,31.29
Chris Carter,,TX,31.29
Andre Neblett,Temple College,TX,30.33
Clyde Gates,,TX,30.33
Jonathan Anderson,,TX,30.33
Colt McCoy,North Central Texas College,TX,29.71
Jason Phillips,Houston Baptist University,TX,29.50
Jason Phillips,,TX,29.50
Jordan Shipley,North Central Texas College,TX,29.50
Bryan Braman,,TX,29.00
Chykie Brown,North Central Texas College,TX,29.00
Jaiquawn Jarrett,Temple College,TX,29.00
Thomas Gafford,Houston Baptist University,TX,28.50
Craig Mager,,TX,28.25
James Casey,Rice University,TX,28.00
Bernard Scott,,TX,27.00
Mike Goodson,,TX,27.00
Cullen Loeffler,North Central Texas College,TX,26.75
Geoff Swaim,North Central Texas College,TX,25.50
Branden Jackson,Texas Tech University,TX,25.00
Chris Banjo,,TX,25.00
Demetri Goodson,Baylor University,TX,25.00
Jordan Pugh,,TX,25.00
Phillip Hunt,Houston Baptist University,TX,25.00
Stansly Maponga,,TX,25.00
Damontre Moore,,TX,24.17
Brittan Golden,,TX,23.60
Tony Hills,North Central Texas College,TX,23.60
Emmanuel Acho,North Central Texas College,TX,23.33
Adrian Robinson,Temple College,TX,21.50
Brandon Wilson,Houston Baptist University,TX,21.50
Cheta Ozougwu,Rice University,TX,21.50
Danny Gorrer,,TX,21.50
Darcel McBath,Texas Tech University,TX,21.50
Dashaun Phillips,,TX,21.50
David Thomas,North Central Texas College,TX,21.50
Henry Hynoski,Temple College,TX,21.50
Henry Hynoski,University of Pittsburgh,TX,21.50
Jackson Jeffcoat,North Central Texas College,TX,21.50
Josh Boyce,,TX,21.50
Scott Solomon,Rice University,TX,21.50
Terrence Frederick,,TX,21.50
Brian Sanford,Temple College,TX,18.00
Bryan McCann,,TX,18.00
Cyrus Gray,,TX,18.00
David Morgan,,TX,18.00
Jorvorskie Lane,,TX,18.00
Keyunta Dawson,Texas Tech University,TX,18.00
Paul Dawson,,TX,18.00
Robert Nelson,Baylor University,TX,18.00
Robert Nelson,,TX,18.00
Zach Line,,TX,18.00
Bradley Marquez,Texas Tech University,TX,16.25
Steve Maneri,Temple College,TX,16.25
Teddy Williams,,TX,16.25
Joe Banyard,,TX,14.50
Aaron Green,,TX,11.00
Adrian Awasom,University of North Texas,TX,11.00
Adrian Hamilton,Prairie View A&M University,TX,11.00
Ahmad Dixon,Baylor University,TX,11.00
Ahmard Hall,North Central Texas College,TX,11.00
Aston Whiteside,,TX,11.00
Aviante Collins,,TX,11.00
Ben Bass,,TX,11.00
Ben Gottschalk,,TX,11.00
Blake Gideon,North Central Texas College,TX,11.00
Braylon Broughton,,TX,11.00
Bruce Davis,Baylor University,TX,11.00
Bruce Davis,,TX,11.00
Bruce Davis,,TX,11.00
Carrington Byndom,North Central Texas College,TX,11.00
Chance Casey,Baylor University,TX,11.00
Craig James,,TX,11.00
Da'Mon Cromartie-Smith,,TX,11.00
Daeshon Hall,,TX,11.00
David Gettis,Baylor University,TX,11.00
David Hunter,Houston Baptist University,TX,11.00
David Jones,North Central Texas College,TX,11.00
David Jones,Wingate University,TX,11.00
David Jones,,TX,11.00
David Mims,Baylor University,TX,11.00
Demarcus Ayers,Houston Baptist University,TX,11.00
Derek Dennis,Temple College,TX,11.00
Donald Hawkins,North Central Texas College,TX,11.00
Eddie Jones,North Central Texas College,TX,11.00
Evan Rodriguez,Temple College,TX,11.00
Fendi Onobun,Houston Baptist University,TX,11.00
Graham Harrell,Texas Tech University,TX,11.00
Greg McCoy,,TX,11.00
Herbert Taylor,,TX,11.00
J.J. Unga,,TX,11.00
Jabara Williams,,TX,11.00
James Davidson,,TX,11.00
Jamie McCoy,,TX,11.00
Jeff Fuller,,TX,11.00
Jeff Fuller,,TX,11.00
Jimmy Saddler-McQueen,,TX,11.00
Joe Anderson,,TX,11.00
Joey Mbu,Houston Baptist University,TX,11.00
Jordan Palmer,,TX,11.00
Josh Aubrey,,TX,11.00
Justin Snow,Baylor University,TX,11.00
Kris Adams,,TX,11.00
Lionel Smith,,TX,11.00
Malcolm Williams,,TX,11.00
Martin Wallace,Temple College,TX,11.00
Matt Szymanski,,TX,11.00
Matthew Tucker,,TX,11.00
Michael Campbell,Temple College,TX,11.00
Michael Toudouze,,TX,11.00
Nick Saenz,Houston Baptist University,TX,11.00
Nick Stephens,,TX,11.00
Patrick Edwards,Houston Baptist University,TX,11.00
Pete Robertson,Texas Tech University,TX,11.00
Philip Blake,Baylor University,TX,11.00
Quan Cosby,North Central Texas College,TX,11.00
Richard Bartel,,TX,11.00
Richmond McGee,North Central Texas College,TX,11.00
Rufus Johnson,,TX,11.00
Ryan Pontbriand,Rice University,TX,11.00
Sammy Brown,Houston Baptist University,TX,11.00
Sean Porter,,TX,11.00
Sergio Kindle,North Central Texas College,TX,11.00
Skye Dawson,,TX,11.00
Taylor Thompson,,TX,11.00
Tayo Fabuluje,,TX,11.00
Terrance Ganaway,Baylor University,TX,11.00
Tim Atchison,Baylor University,TX,11.00
Tracy Robertson,Baylor University,TX,11.00
Tramain Jacobs,,TX,11.00
Tray Walker,,TX,11.00
Trevone Boykin,,TX,11.00
Trey Williams,,TX,11.00
Ty Warren,,TX,11.00
Willie Jefferson,,TX,11.00
Bobby Wagner,,UT,97.71
Jordan Gross,College of Eastern Utah,UT,93.67
Eric Weddle,College of Eastern Utah,UT,91.63
Sione Pouha,College of Eastern Utah,UT,87.00
Star Lotulelei,College of Eastern Utah,UT,83.33
Donald Penn,,UT,81.75
Zane Beadles,College of Eastern Utah,UT,79.63
Ezekiel Ansah,,UT,79.17
Ma'ake Kemoeatu,College of Eastern Utah,UT,79.00
Brett Keisel,,UT,78.25
Jamaal Williams,,UT,75.50
Sean Smith,College of Eastern Utah,UT,75.29
Sean Smith,,UT,75.29
Sean Smith,,UT,75.29
Paul Kruger,College of Eastern Utah,UT,75.17
Paul Soliai,College of Eastern Utah,UT,75.17
Travis LaBoy,,UT,73.00
Josh Gordon,College of Eastern Utah,UT,71.20
Sam Tevi,College of Eastern Utah,UT,70.50
Koa Misi,College of Eastern Utah,UT,70.17
Paul McQuistan,,UT,69.00
Anthony Davis,College of Eastern Utah,UT,67.40
Anthony Davis,"Rutgers, the State University of New Jersey",UT,67.40
Anthony Davis,,UT,67.40
Anthony Davis,,UT,67.40
Anthony Brown,College of Eastern Utah,UT,66.00
Anthony Brown,Purdue University,UT,66.00
Chris Kemoeatu,College of Eastern Utah,UT,66.00
Devontae Booker,College of Eastern Utah,UT,63.67
Alex Smith,College of Eastern Utah,UT,63.62
Alex Smith,Stanford University,UT,63.62
Kyle Van Noy,,UT,63.40
Tyler Larsen,,UT,60.00
Jonathan Fanene,College of Eastern Utah,UT,59.00
Uani Unga,,UT,59.00
Nick Vigil,,UT,57.00
Dennis Pitta,,UT,56.40
Nevin Lawson,,UT,56.40
Marcus Williams,,UT,55.71
Marcus Williams,,UT,55.71
