,Player,AV_Percentile,State,College
1676,Greg Orton,11.0,NE,University of Nebraska at Kearney
1677,Greg Robinson,70.0,AL,Auburn University
1678,Greg Robinson,70.0,AL,University of Nevada-Las Vegas
1679,Greg Robinson,70.0,AL,
1680,Greg Romeus,11.0,PA,University of Pittsburgh
1681,Greg Salas,25.0,HI,Hawaii Pacific University
1682,Greg Scruggs,18.0,KY,University of Louisville
1683,Greg Toler,58.6,VA,
1684,Greg Warren,32.0,NC,North Carolina A&T State University
1685,Greg Zuerlein,55.42857142857143,MO,
1686,Gregory Gatson,11.0,AR,Arkansas State University
1687,Griff Whalen,25.8,CA,Stanford University
1688,Grover Stewart,40.0,GA,
1689,Guy Whimper,60.0,NC,East Carolina University
1690,Ha Ha Clinton-Dix,79.2,AL,University of Alabama
1691,Hakeem Nicks,68.0,NC,North Carolina A&T State University
1692,Hakeem Valles,11.0,NJ,Monmouth University
1693,Halapoulivaati Vaitai,60.0,TX,
1694,Hall Davis,11.0,LA,
1695,Haloti Ngata,81.0,OR,Oregon State University
1696,Hamza Abdullah,32.0,WA,
1697,Hardy Nickerson,53.5,CA,California Lutheran University
1698,Harlan Miller,18.0,LA,
1699,Harland Gunn,18.0,FL,
1700,Harold Jones-Quartey,57.0,OH,
1701,Harrison Butker,69.5,GA,
1702,Harrison Smith,85.85714285714286,IN,University of Notre Dame
1703,Harry Douglas,60.42857142857143,KY,University of Louisville
1704,Haruki Nakamura,55.5,OH,University of Cincinnati
1705,Harvey Dahl,70.33333333333333,NV,University of Nevada-Las Vegas
1706,Harvey Langi,11.0,UT,
1707,Hassan Ridgeway,41.0,TX,North Central Texas College
1708,Hau'oli Kikaha,49.0,WA,Central Washington University
1709,Hayworth Hicks,11.0,IA,
1710,Heath Farwell,42.666666666666664,CA,
1711,Heath Miller,76.4,VA,Medical College of Virginia
1712,Hebron Fangupo,11.0,UT,
1713,Henry Anderson,61.5,CA,Stanford University
1714,Henry Hynoski,21.5,TX,Temple College
1715,Henry Hynoski,21.5,TX,University of Pittsburgh
1716,Henry Melton,64.2,TX,North Central Texas College
1717,Herbert Taylor,11.0,TX,
1718,Hines Ward,59.0,GA,Coastal Georgia Community College
1719,Houston Bates,32.0,LA,Louisiana Tech University
1720,Howard Green,59.0,LA,
1721,Howard Jones,34.0,WV,Shepherd College
1722,Hroniss Grasu,48.666666666666664,OR,Oregon State University
1723,Hunter Sharp,11.0,UT,
1724,Husain Abdullah,56.0,WA,
1725,IK Enemkpali,21.5,LA,Louisiana Tech University
1726,Ian Silberman,11.0,MA,
1727,Ian Williams,41.0,IN,University of Notre Dame
1728,Ibraheim Campbell,33.5,OK,Northwestern Oklahoma State University
1729,Ifeanyi Momah,11.0,MA,
1730,Igor Olshansky,32.0,OR,Oregon State University
1731,Ike Taylor,71.25,LA,
1732,Ikechuku Ndukwe,11.0,OK,Northwestern Oklahoma State University
1733,Isa Abdul-Quddus,49.666666666666664,NY,Fordham University
1734,Isaac Fruechte,11.0,MN,"Minnesota State University, Mankato"
1735,Isaac Redman,45.333333333333336,MY,
1736,Isaac Rochell,38.5,IN,University of Notre Dame
1737,Isaac Seumalo,54.0,OR,
1738,Isaac Sopoaga,73.66666666666667,HI,Hawaii Pacific University
1739,Isaako Aaitui,11.0,NV,
1740,Isaiah Burse,11.0,CA,
1741,Isaiah Crowell,72.6,AL,
1742,Isaiah Ekejiuba,11.0,VA,Medical College of Virginia
1743,Isaiah Frey,30.333333333333332,NV,University of Nevada-Las Vegas
1744,Isaiah Green,11.0,CA,
1745,Isaiah Johnson,20.666666666666668,GA,
1746,Isaiah McKenzie,29.5,GA,Coastal Georgia Community College
1747,Isaiah Pead,16.25,OH,University of Cincinnati
1748,Isaiah Stanback,11.0,WA,Central Washington University
1749,Isaiah Trufant,32.0,WA,
1750,Ishmaa'ily Kitchen,23.0,OH,
1751,Israel Idonije,71.33333333333333,canada,
1752,J'Marcus Webb,53.142857142857146,TX,University of North Texas
1753,J.B. Shugarts,11.0,OH,
1754,J.C. Tretter,62.0,IA,Cornell College
1755,J.D. McKissic,27.0,AK,
1756,J.D. Walton,56.75,TX,Baylor University
1757,J.J. Jansen,35.375,IN,University of Notre Dame
1758,J.J. Unga,11.0,TX,
1759,J.J. Watt,85.75,MI,Central Michigan University
1760,J.J. Wilcox,49.5,GA,Georgia Southern University
1761,J.K. Schaffer,21.5,OH,University of Cincinnati
1762,J.P. Losman,11.0,CA,
1763,J.R. Sweezy,81.5,NC,
1764,J.R. Tavai,11.0,SC,
1765,J.T. Thomas,47.2,WV,West Virginia State University
1766,J.T. Thomas,47.2,WV,
1767,J.T. Thomas,47.2,WV,
1768,JJ Nelson,52.25,AL,
1769,Ja'Wuan James,77.0,TN,East Tennessee State University
1770,Jabaal Sheard,81.125,PA,University of Pittsburgh
1771,Jabar Gaffney,58.5,FL,Central Florida Community College
1772,Jabara Williams,11.0,TX,
1773,Jabari Greer,70.33333333333333,TN,East Tennessee State University
1774,Jabari Price,32.0,NC,North Carolina A&T State University
1775,Jace Amaro,45.5,TX,Texas Tech University
1776,Jack Conklin,85.66666666666667,MI,
1777,Jack Cornell,11.0,IL,Eastern Illinois University
1778,Jack Doyle,46.833333333333336,KY,
1779,Jack Mewhort,76.25,OH,
1780,Jackie Battle,40.25,TX,Houston Baptist University
1781,Jackson Jeffcoat,21.5,TX,North Central Texas College
1782,Jacob Bell,59.0,OH,
1783,Jacob Cutrera,21.5,LA,
1784,Jacob Hester,32.0,LA,
1785,Jacob Hollister,21.5,WY,University of Wyoming
1786,Jacob Lacey,66.0,OK,
1787,Jacob Tamme,51.0,KY,Eastern Kentucky University
1788,Jacobbi McDaniel,11.0,FL,
1789,Jacoby Brissett,51.666666666666664,FL,Central Florida Community College
1790,Jacoby Ford,34.0,SC,Clemson University
1791,Jacoby Glenn,21.5,FL,Central Florida Community College
1792,Jacoby Jones,57.8,TN,Lane College
1793,Jacques Cesaire,32.0,CN,
1794,Jacques McClendon,25.5,TN,East Tennessee State University
1795,Jacques Reeves,11.0,IN,Purdue University
1796,Jacques Smith,11.0,TN,East Tennessee State University
1797,Jacquian Williams,61.5,FL,South Florida Community College
1798,Jacquies Smith,40.25,MO,Missouri Southern State University
1799,Jadeveon Clowney,78.6,SC,South Carolina State University
1800,Jaelen Strong,25.0,AZ,
1801,Jah Reid,41.0,FL,Central Florida Community College
1802,Jahleel Addae,62.166666666666664,MI,Central Michigan University
1803,Jahri Evans,92.71428571428571,PA,Bloomsburg University of Pennsylvania
1804,Jahvid Best,42.0,CA,California Lutheran University
1805,Jaiquawn Jarrett,29.0,TX,Temple College
1806,Jake Ballard,38.666666666666664,OH,
1807,Jake Bequette,11.0,AR,Arkansas State University
1808,Jake Brendel,25.0,CA,
1809,Jake Byrne,11.0,WI,University of Wisconsin at La Crosse
1810,Jake Delhomme,32.0,LA,
1811,Jake Elliott,59.0,TN,University of Memphis
1812,Jake Fisher,37.5,OR,Oregon State University
1813,Jake Knott,21.5,IA,
1814,Jake Lampman,11.0,MI,
1815,Jake Locker,64.75,WA,Central Washington University
1816,Jake Matthews,93.0,TX,
1817,Jake McQuaide,38.75,OH,
1818,Jake O'Connell,11.0,OH,
1819,Jake Rudock,11.0,MI,Central Michigan University
1820,Jake Ryan,72.66666666666667,MI,Central Michigan University
1821,Jake Scott,74.0,ID,Brigham Young University-Idaho
1822,Jake Scott,74.0,ID,Coastal Georgia Community College
1823,Jake Stoneburner,11.0,OH,
1824,Jakeem Grant,48.666666666666664,TX,Texas Tech University
1825,Jaleel Johnson,29.5,IA,Iowa State University
1826,Jalen Collins,40.0,LA,
1827,Jalen Myrick,11.0,MN,"Minnesota State University, Mankato"
1828,Jalen Parmele,21.5,OH,University of Toledo
1829,Jalen Ramsey,94.0,FL,
1830,Jalen Reeves-Maybin,32.0,TN,East Tennessee State University
1831,Jalen Richard,72.66666666666667,MS,University of Southern Mississippi
1832,Jalen Saunders,11.0,OK,East Oklahoma State College
1833,Jalil Brown,26.8,CO,Colorado State University
1834,Jalin Marshall,32.0,OH,
1835,Jalston Fowler,11.0,AL,University of Alabama
1836,Jamaal Charles,54.375,TX,North Central Texas College
1837,Jamaal Jackson,32.0,DE,
1838,Jamaal Williams,75.5,UT,
1839,Jamal Agnew,60.5,CA,San Diego City College
1840,Jamar Chaney,45.0,MS,
1841,Jamar Newsome,11.0,FL,Central Florida Community College
1842,Jamar Taylor,48.333333333333336,ID,
1843,Jamarca Sanford,55.2,MS,Mississippi College
1844,Jamari Lattimore,42.8,TN,
1845,Jameel McClain,84.0,NY,Syracuse University
1846,Jameis Winston,95.5,FL,
1847,Jamell Fleming,34.75,OK,East Oklahoma State College
1848,James Brewer,34.0,IN,Indiana State University
1849,James Brown,48.0,AL,Troy University
1850,James Brown,48.0,AL,
1851,James Burgess,49.0,KY,University of Louisville
1852,James Burgess,49.0,KY,
1853,James Butler,32.0,GA,
1854,James Carpenter,76.0,AL,University of Alabama
1855,James Casey,28.0,TX,Rice University
1856,James Conner,63.5,PA,University of Pittsburgh
1857,James Cowser,40.0,UT,Southern Utah University
1858,James Davidson,11.0,TX,
1859,James Develin,21.5,RI,Brown University
1860,James Dockery,21.5,OR,
1861,James Farrior,93.0,VA,Medical College of Virginia
1862,James Ferentz,18.0,IA,Iowa State University
1863,James Hall,85.0,MI,Central Michigan University
1864,James Hall,85.0,MI,
1865,James Hanna,27.8,OK,East Oklahoma State College
1866,James Harrison,66.42857142857143,OH,
1867,James Hurst,68.4,NC,North Carolina A&T State University
1868,James Ihedigbo,62.166666666666664,MA,Massachusetts College of Liberal Arts
1869,James Jones,82.8,FL,Central Florida Community College
1870,James Jones,82.8,FL,University of Northern Iowa
1871,James Jones,82.8,FL,
1872,James Jones,82.8,FL,
1873,James Laurinaitis,84.83333333333333,OH,
1874,James Nixon,11.0,CA,
1875,James Onwualu,21.5,IN,University of Notre Dame
1876,James Rogers,11.0,MI,Central Michigan University
1877,James Sample,32.0,KY,University of Louisville
1878,James Starks,68.83333333333333,NY,Buffalo State College
1879,James Stone,38.666666666666664,TN,East Tennessee State University
1880,James Washington,48.0,CA,
1881,James White,72.8,WI,
1882,James Winchester,32.0,OK,East Oklahoma State College
1883,James Wright,32.0,TX,
1884,James Wright,32.0,TX,
1885,James-Michael Johnson,49.5,NV,University of Nevada-Las Vegas
1886,Jameson Konz,11.0,OH,
1887,Jamey Richard,21.5,NY,Buffalo State College
1888,Jamie Collins,84.66666666666667,MS,University of Southern Mississippi
1889,Jamie Harper,11.0,SC,Clemson University
1890,Jamie McCoy,11.0,TX,
1891,Jamie Meder,38.5,OH,Ashland University
1892,Jamil Douglas,35.0,AZ,
1893,Jamison Crowder,75.0,NC,Duke University
1894,Jammal Brown,45.0,OK,East Oklahoma State College
1895,Jammie Kirlew,11.0,IN,Indiana State University
1896,Jamon Brown,67.25,KY,University of Louisville
1897,Jamon Meredith,47.2,SC,South Carolina State University
1898,Jaquiski Tartt,59.0,AL,Samford University
1899,Jared Abbrederis,18.0,WI,University of Wisconsin at La Crosse
1900,Jared Allen,86.0,ID,
1901,Jared Cook,74.125,SC,South Carolina State University
1902,Jared Crick,73.4,NE,University of Nebraska at Kearney
1903,Jared Goff,99.0,CA,California Lutheran University
1904,Jared Green,11.0,AL,Birmingham-Southern College
1905,Jared Odrick,74.5,PA,
1906,Jared Veldheer,77.625,MI,Hillsdale College
1907,Jarett Dillard,48.0,TX,Rice University
1908,Jarius Wright,59.57142857142857,AR,Arkansas State University
1909,Jarius Wynn,42.75,GA,Coastal Georgia Community College
1910,Jaron Brown,44.5,SC,Clemson University
1911,Jarrad Davis,89.0,FL,Central Florida Community College
1912,Jarrad Page,48.0,CA,
1913,Jarran Reed,79.0,AL,University of Alabama
1914,Jarret Johnson,78.25,AL,University of Alabama
1915,Jarrett Boykin,33.666666666666664,VA,
1916,Jarrett Bush,36.0,UT,
1917,Jarriel King,11.0,SC,South Carolina State University
1918,Jarrod Pughsley,11.0,OH,University of Akron
1919,Jarrod Wilson,37.333333333333336,MI,Central Michigan University
1920,Jarron Gilbert,11.0,CA,
1921,Jarryd Hayne,11.0,,
1922,Jarvis Jenkins,58.285714285714285,SC,Clemson University
1923,Jarvis Jones,69.0,GA,Coastal Georgia Community College
1924,Jarvis Landry,88.6,LA,
1925,Jarvis Moss,32.0,FL,Central Florida Community College
1926,Jason Allen,35.0,TN,East Tennessee State University
1927,Jason Ankrah,11.0,NE,University of Nebraska at Kearney
1928,Jason Avant,61.8,MI,Central Michigan University
1929,Jason Babin,65.0,MI,
1930,Jason Baker,32.0,IA,Iowa State University
1931,Jason Brown,66.0,NC,North Carolina A&T State University
1932,Jason Campbell,43.75,AL,Auburn University
1933,Jason Fox,45.0,FL,
1934,Jason Hanson,62.5,WA,
1935,Jason Hatcher,81.0,LA,
1936,Jason Hill,35.0,WA,
1937,Jason Hunter,45.333333333333336,,
1938,Jason Jones,64.83333333333333,MI,
1939,Jason Kelce,82.375,OH,University of Cincinnati
1940,Jason McCourty,72.75,NJ,"Rutgers, the State University of New Jersey"
1941,Jason Myers,49.5,NY,
1942,Jason Peters,79.5,AR,Arkansas State University
1943,Jason Phillips,29.5,TX,Houston Baptist University
1944,Jason Phillips,29.5,TX,
1945,Jason Pierre-Paul,86.5,FL,South Florida Community College
1946,Jason Pinkston,56.666666666666664,PA,University of Pittsburgh
1947,Jason Shirley,11.0,CA,
1948,Jason Slowey,11.0,OR,Western Oregon University
1949,Jason Smith,40.0,TX,Baylor University
1950,Jason Spitz,11.0,KY,University of Louisville
1951,Jason Spriggs,55.333333333333336,IN,Indiana State University
1952,Jason Trusnik,48.4,OH,
1953,Jason Vega,11.0,IL,Northeastern Illinois University
1954,Jason Verrett,49.0,TX,
1955,Jason Williams,26.75,IL,
1956,Jason Witten,83.71428571428571,TN,East Tennessee State University
1957,Jason Worilds,74.0,VA,
1958,Jasper Brinkley,68.0,SC,South Carolina State University
1959,Jatavis Brown,70.33333333333333,OH,University of Akron
1960,Javarris James,11.0,FL,
1961,Javarris Williams,11.0,TN,
1962,Javien Elliott,37.333333333333336,FL,
1963,Javier Arenas,37.5,AL,University of Alabama
1964,Javon Hargrave,83.0,SC,
1965,Javon Ringer,29.5,MI,
1966,Javontee Herndon,32.0,AR,Arkansas State University
1967,Javorius Allen,54.25,SC,
1968,Jawanza Starling,11.0,SC,
1969,Jay Ajayi,65.0,ID,
1970,Jay Bromley,37.4,NY,Syracuse University
1971,Jay Feely,43.25,MI,Central Michigan University
1972,Jay Prosch,11.0,AL,Auburn University
1973,Jay Ratliff,57.8,AL,Auburn University
1974,Jay Ross,11.0,NC,East Carolina University
1975,Jaydon Mickens,29.5,WA,Central Washington University
1976,Jaye Howard,54.0,FL,Central Florida Community College
1977,Jaylen Hill,32.0,AL,
1978,Jaylen Watkins,25.5,FL,Central Florida Community College
1979,Jaylon Smith,79.5,IN,University of Notre Dame
1980,Jaymar Johnson,11.0,MS,
1981,Jayon Brown,68.5,CA,
1982,Jayron Hosley,42.75,VA,
1983,Jayron Kearse,32.0,SC,Clemson University
1984,Jayrone Elliott,30.75,OH,University of Toledo
1985,Jayson DiManche,25.0,IL,Southern Illinois University Carbondale
1986,Je'Ron Hamm,11.0,LA,
1987,Jed Collins,26.75,WA,
1988,Jeff Adams,18.0,WA,Columbia Basin College
1989,Jeff Allen,62.0,IL,Eastern Illinois University
1990,Jeff Allen,62.0,IL,
1991,Jeff Allen,62.0,IL,
1992,Jeff Baca,11.0,CA,
1993,Jeff Backus,89.0,MI,Central Michigan University
1994,Jeff Byers,49.0,SC,
1995,Jeff Charleston,32.0,ID,
1996,Jeff Cumberland,34.833333333333336,IL,Eastern Illinois University
1997,Jeff Demps,11.0,FL,Central Florida Community College
1998,Jeff Faine,69.0,IN,University of Notre Dame
1999,Jeff Fuller,11.0,TX,
2000,Jeff Fuller,11.0,TX,
2001,Jeff Heath,53.833333333333336,MI,
2002,Jeff Heuerman,37.333333333333336,OH,
2003,Jeff Janis,21.5,MI,
2004,Jeff King,40.0,VA,
2005,Jeff Linkenbach,60.4,OH,University of Cincinnati
2006,Jeff Locke,38.4,CA,
2007,Jeff Maehl,16.25,OR,Oregon State University
2008,Jeff Otah,48.0,PA,University of Pittsburgh
2009,Jeff Saturday,87.5,NC,North Carolina A&T State University
2010,Jeff Tarpinian,30.75,IA,Iowa State University
2011,Jeff Tuel,32.0,WA,
2012,Jehu Chesson,11.0,MI,Central Michigan University
2013,Jelani Jenkins,56.2,FL,Central Florida Community College
2014,Jemea Thomas,11.0,GA,
2015,Jeoffrey Pagan,21.5,AL,University of Alabama
2016,Jerald Hawkins,32.0,LA,
2017,Jerel Worthy,22.5,MI,
2018,Jerell Adams,32.0,SC,South Carolina State University
2019,Jeremiah Attaochu,37.2,GA,
2020,Jeremiah George,30.333333333333332,IA,
2021,Jeremiah Johnson,21.5,OR,Oregon State University
2022,Jeremiah Ledbetter,21.5,AR,Arkansas State University
2023,Jeremiah Poutasi,38.5,UT,College of Eastern Utah
2024,Jeremiah Sirles,53.0,NE,University of Nebraska at Kearney
2025,Jeremiah Valoaga,32.0,NV,
2026,Jeremiah Warren,11.0,FL,South Florida Community College
2027,Jeremy Beal,11.0,OK,East Oklahoma State College
2028,Jeremy Bridges,35.0,MS,University of Southern Mississippi
2029,Jeremy Butler,29.5,TN,
2030,Jeremy Cain,26.75,MA,Massachusetts College of Liberal Arts
2031,Jeremy Cash,11.0,NC,Duke University
2032,Jeremy Clark,11.0,AL,University of Alabama
2033,Jeremy Ebert,11.0,OK,Northwestern Oklahoma State University
2034,Jeremy Harris,11.0,NM,
2035,Jeremy Hill,58.0,LA,
2036,Jeremy Horne,11.0,MA,Massachusetts College of Liberal Arts
2037,Jeremy Kapinos,32.0,PA,
2038,Jeremy Kerley,55.0,TX,
2039,Jeremy Lane,45.666666666666664,LA,
2040,Jeremy Langford,46.0,MI,
2041,Jeremy Maclin,82.33333333333333,MO,Missouri Southern State University
2042,Jeremy Mincey,71.6,FL,Central Florida Community College
2043,Jeremy Ross,40.25,CA,California Lutheran University
2044,Jeremy Shockey,66.0,FL,
2045,Jeremy Sprinkle,11.0,AR,Arkansas State University
2046,Jeremy Stewart,18.0,CA,Stanford University
2047,Jeremy Trueblood,63.333333333333336,MA,
2048,Jeremy Zuttah,83.0,NJ,"Rutgers, the State University of New Jersey"
2049,Jerico Nelson,11.0,AR,Arkansas State University
2050,Jerious Norwood,11.0,MS,
2051,Jeris Pendleton,11.0,OH,Ashland University
2052,Jermaine Cunningham,34.0,FL,Central Florida Community College
2053,Jermaine Eluemunor,40.0,TX,
2054,Jermaine Grace,11.0,FL,
2055,Jermaine Gresham,59.625,OK,East Oklahoma State College
2056,Jermaine Kearse,63.57142857142857,WA,Central Washington University
2057,Jermaine Whitehead,32.0,AL,Auburn University
2058,Jermale Hines,11.0,OH,
2059,Jermelle Cudjo,41.0,OK,University of Central Oklahoma
2060,Jermey Parnell,65.375,MS,Mississippi College
2061,Jermichael Finley,77.0,TX,North Central Texas College
2062,Jermon Bushrod,80.125,MD,Towson University
2063,Jerome Boyd,32.0,OR,Oregon State University
2064,Jerome Boyd,32.0,OR,
2065,Jerome Couplin,11.0,VA,
2066,Jerome Felton,14.5,SC,Furman University
2067,Jerome Harrison,11.0,WA,
2068,Jerome Murphy,21.5,FL,South Florida Community College
2069,Jerome Simpson,58.5,SC,Coastal Carolina University
2070,Jerome Smith,11.0,NY,Syracuse University
2071,Jeromy Miles,36.0,MD,
2072,Jeron Johnson,21.5,ID,
2073,Jeron Mastrud,18.0,KA,
2074,Jerraud Powers,66.0,AL,Auburn University
2075,Jerrel Jernigan,20.25,AL,Troy University
2076,Jerrell Harris,11.0,AL,University of Alabama
2077,Jerrell Jackson,11.0,MO,Missouri Southern State University
2078,Jerrell Powe,25.5,MS,Mississippi College
2079,Jerricho Cotchery,64.2,NC,
2080,Jerron McMillian,32.0,ME,University of Maine at Orono
2081,Jerry Brown,11.0,IL,Eastern Illinois University
2082,Jerry Franklin,25.0,AR,Arkansas State University
2083,Jerry Hughes,74.375,TX,
2084,Jesse Davis,80.5,ID,Brigham Young University-Idaho
2085,Jesse Holley,32.0,NC,North Carolina A&T State University
2086,Jesse James,48.75,PA,
2087,Jesse James,48.75,PA,
2088,Jesse Nading,32.0,CO,
2089,Jihad Ward,45.666666666666664,IL,Eastern Illinois University
2090,Jim Cordle,46.333333333333336,OH,
2091,Jim Dray,21.571428571428573,CA,Stanford University
2092,Jim Kleinsasser,11.0,ND,North Dakota State University
2093,Jim Leonhard,61.5,WI,University of Wisconsin at La Crosse
2094,Jimmie Ward,46.4,IL,Northern Illinois University
2095,Jimmy Clausen,30.333333333333332,IN,University of Notre Dame
